chapter,concept_id,display_name,determinism_class,spec_file,parameter_name,parameter_description,parameter_type_if_available,calibration_scope,required_for_detection,missing_feed_behavior,notes
3: Auction & Market Profile,ch03_completed_failed_and_unfinished_auctions,"Completed, Failed & Unfinished Auctions",CALIBRATED,spec/detection_specs/ch03_completed_failed_and_unfinished_auctions.yaml,poor_extreme_requirement,Calibrated flat or weak extreme criteria.,tpo_structure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=tpo_structure
3: Auction & Market Profile,ch03_completed_failed_and_unfinished_auctions,"Completed, Failed & Unfinished Auctions",CALIBRATED,spec/detection_specs/ch03_completed_failed_and_unfinished_auctions.yaml,unfinished_revisit_requirement,Behavior that confirms attention back to unfinished structure.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
3: Auction & Market Profile,ch03_excess_vs_poor_highs_lows,Excess vs. Poor Highs/Lows,CALIBRATED,spec/detection_specs/ch03_excess_vs_poor_highs_lows.yaml,extreme_quality_window,"extreme_quality_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_excess_vs_poor_highs_lows,Excess vs. Poor Highs/Lows,CALIBRATED,spec/detection_specs/ch03_excess_vs_poor_highs_lows.yaml,poor_extreme_repetition_requirement,"poor_extreme_repetition_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_excess_vs_poor_highs_lows,Excess vs. Poor Highs/Lows,CALIBRATED,spec/detection_specs/ch03_excess_vs_poor_highs_lows.yaml,rejection_speed_requirement,"rejection_speed_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_excess_vs_poor_highs_lows,Excess vs. Poor Highs/Lows,CALIBRATED,spec/detection_specs/ch03_excess_vs_poor_highs_lows.yaml,single_print_tail_requirement,"single_print_tail_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_fresh_flow_vs_weak_strong_hands,Fresh Flow vs. Weak/Strong Hands,JUDGMENT_ASSISTED,spec/detection_specs/ch03_fresh_flow_vs_weak_strong_hands.yaml,fresh_flow_acceptance_requirement,Evidence required for accepted new participation.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
3: Auction & Market Profile,ch03_fresh_flow_vs_weak_strong_hands,Fresh Flow vs. Weak/Strong Hands,JUDGMENT_ASSISTED,spec/detection_specs/ch03_fresh_flow_vs_weak_strong_hands.yaml,strong_hand_defense_requirement,Retest/defense evidence required for strong-hand context.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
3: Auction & Market Profile,ch03_fresh_flow_vs_weak_strong_hands,Fresh Flow vs. Weak/Strong Hands,JUDGMENT_ASSISTED,spec/detection_specs/ch03_fresh_flow_vs_weak_strong_hands.yaml,weak_hand_location_requirement,Location and failure evidence required for weak-hand context.,location_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=location_rule
3: Auction & Market Profile,ch03_initial_balance,Initial Balance,COMPUTABLE,spec/detection_specs/ch03_initial_balance.yaml,ib_width_lookback,Number of prior sessions forming the historical IB-width distribution.,,instrument_session,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
3: Auction & Market Profile,ch03_initial_balance,Initial Balance,COMPUTABLE,spec/detection_specs/ch03_initial_balance.yaml,ib_width_narrow_percentile,Percentile of the historical IB-width distribution below which an IB is labeled narrow.,,instrument_session_regime,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
3: Auction & Market Profile,ch03_initial_balance,Initial Balance,COMPUTABLE,spec/detection_specs/ch03_initial_balance.yaml,ib_width_wide_percentile,Percentile of the historical IB-width distribution above which an IB is labeled wide.,,instrument_session_regime,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
3: Auction & Market Profile,ch03_initial_balance,Initial Balance,COMPUTABLE,spec/detection_specs/ch03_initial_balance.yaml,ib_window_duration,"Standard Market Profile convention for the Initial Balance window. Stated as the conventional default because it is a definitional session convention, not an empirical market threshold; a product or session that uses a different convention must override it in a calibration profile.",,instrument_session,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=convention_default; source_spec_declares_value; inventory_omits_values
3: Auction & Market Profile,ch03_initiative_vs_responsive_activity,Initiative vs. Responsive Activity,JUDGMENT_ASSISTED,spec/detection_specs/ch03_initiative_vs_responsive_activity.yaml,mixed_activity_conflict_rule,Conflict rule for initiative/responsive evidence disagreement.,evidence_conflict_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=evidence_conflict_rule
3: Auction & Market Profile,ch03_initiative_vs_responsive_activity,Initiative vs. Responsive Activity,JUDGMENT_ASSISTED,spec/detection_specs/ch03_initiative_vs_responsive_activity.yaml,responsive_defense_requirement,Behavior required to treat activity outside value as responsive defense.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
3: Auction & Market Profile,ch03_initiative_vs_responsive_activity,Initiative vs. Responsive Activity,JUDGMENT_ASSISTED,spec/detection_specs/ch03_initiative_vs_responsive_activity.yaml,value_acceptance_requirement,Behavior required to treat activity outside value as accepted initiative.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
3: Auction & Market Profile,ch03_overnight_inventory_and_inventory_correction,Overnight Inventory & Inventory Correction,JUDGMENT_ASSISTED,spec/detection_specs/ch03_overnight_inventory_and_inventory_correction.yaml,inventory_correction_window,Early RTH window for correction evidence.,duration_or_bars,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=duration_or_bars
3: Auction & Market Profile,ch03_overnight_inventory_and_inventory_correction,Overnight Inventory & Inventory Correction,JUDGMENT_ASSISTED,spec/detection_specs/ch03_overnight_inventory_and_inventory_correction.yaml,overnight_directionality_requirement,Condition for lopsided overnight directional inventory context.,relative_directional_measure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_directional_measure
3: Auction & Market Profile,ch03_overnight_inventory_and_inventory_correction,Overnight Inventory & Inventory Correction,JUDGMENT_ASSISTED,spec/detection_specs/ch03_overnight_inventory_and_inventory_correction.yaml,rth_open_location_requirement,Open-location criteria relative to overnight and prior RTH references.,location_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=location_rule
3: Auction & Market Profile,ch03_price_outside_value_acceptance_test,Price Outside Value / Acceptance Test,CALIBRATED,spec/detection_specs/ch03_price_outside_value_acceptance_test.yaml,acceptance_development_requirement,"acceptance_development_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_price_outside_value_acceptance_test,Price Outside Value / Acceptance Test,CALIBRATED,spec/detection_specs/ch03_price_outside_value_acceptance_test.yaml,outside_value_buffer,"outside_value_buffer parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_price_outside_value_acceptance_test,Price Outside Value / Acceptance Test,CALIBRATED,spec/detection_specs/ch03_price_outside_value_acceptance_test.yaml,outside_value_development_window,"outside_value_development_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_price_outside_value_acceptance_test,Price Outside Value / Acceptance Test,CALIBRATED,spec/detection_specs/ch03_price_outside_value_acceptance_test.yaml,return_inside_window,"return_inside_window parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_price_outside_value_acceptance_test,Price Outside Value / Acceptance Test,CALIBRATED,spec/detection_specs/ch03_price_outside_value_acceptance_test.yaml,value_repair_confirmation_requirement,"value_repair_confirmation_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_short_covering_vs_long_liquidation_auctions,Short-Covering vs. Long-Liquidation Auctions,JUDGMENT_ASSISTED,spec/detection_specs/ch03_short_covering_vs_long_liquidation_auctions.yaml,delta_fade_requirement,Order-flow condition for decelerating forced-flow evidence.,relative_delta_behavior,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_delta_behavior
3: Auction & Market Profile,ch03_short_covering_vs_long_liquidation_auctions,Short-Covering vs. Long-Liquidation Auctions,JUDGMENT_ASSISTED,spec/detection_specs/ch03_short_covering_vs_long_liquidation_auctions.yaml,forced_move_velocity_requirement,Calibrated velocity condition for forced-flow context.,relative_velocity,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_velocity
3: Auction & Market Profile,ch03_short_covering_vs_long_liquidation_auctions,Short-Covering vs. Long-Liquidation Auctions,JUDGMENT_ASSISTED,spec/detection_specs/ch03_short_covering_vs_long_liquidation_auctions.yaml,value_non_migration_requirement,Condition for move lacking value support.,value_behavior_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: INSUFFICIENT_EVIDENCE; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=value_behavior_rule
3: Auction & Market Profile,ch03_single_prints,Single Prints,COMPUTABLE,spec/detection_specs/ch03_single_prints.yaml,fill_detection_policy,"fill_detection_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_single_prints,Single Prints,COMPUTABLE,spec/detection_specs/ch03_single_prints.yaml,single_print_adjacency_policy,"single_print_adjacency_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_single_prints,Single Prints,COMPUTABLE,spec/detection_specs/ch03_single_prints.yaml,tpo_period_definition,"tpo_period_definition parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_the_auction_framework,The Auction Framework,CALIBRATED,spec/detection_specs/ch03_the_auction_framework.yaml,the_auction_framework_classification_requirement,Calibrated evidence requirement for The Auction Framework.,relative_or_sequence_measure,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_or_sequence_measure
3: Auction & Market Profile,ch03_the_auction_framework,The Auction Framework,CALIBRATED,spec/detection_specs/ch03_the_auction_framework.yaml,the_auction_framework_confirmation_window,"Review window for confirmation, failure, downgrade, or refusal behavior.",duration_or_bars,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=duration_or_bars
3: Auction & Market Profile,ch03_the_auction_framework,The Auction Framework,CALIBRATED,spec/detection_specs/ch03_the_auction_framework.yaml,the_auction_framework_conflict_downgrade_rule,Rule for downgrading when required and optional evidence conflict.,evidence_conflict_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=evidence_conflict_rule
3: Auction & Market Profile,ch03_value_area_vah_val_poc,Value Area: VAH / VAL / POC,COMPUTABLE,spec/detection_specs/ch03_value_area_vah_val_poc.yaml,poc_migration_tick_tolerance,Price tolerance within which two sessions' POCs are treated as unchanged rather than migrated; a data-hygiene parameter.,,instrument,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
3: Auction & Market Profile,ch03_value_area_vah_val_poc,Value Area: VAH / VAL / POC,COMPUTABLE,spec/detection_specs/ch03_value_area_vah_val_poc.yaml,value_area_coverage_fraction,"The fraction of session volume/TPOs the value area must contain. Recorded as the standard Market Profile convention, not an empirical market threshold; it is a method definition. A project that adopts a different convention must override it in configuration.",,instrument_session,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=convention_default; source_spec_declares_value; inventory_omits_values
3: Auction & Market Profile,ch03_value_area_vah_val_poc,Value Area: VAH / VAL / POC,COMPUTABLE,spec/detection_specs/ch03_value_area_vah_val_poc.yaml,value_area_method,"Whether the value area is volume-based or TPO-based; a method choice, supplied as configuration.",,instrument,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=configuration_required
3: Auction & Market Profile,ch03_value_migration_and_overlap,Value Migration & Overlap,COMPUTABLE,spec/detection_specs/ch03_value_migration_and_overlap.yaml,developing_value_update_policy,"developing_value_update_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_value_migration_and_overlap,Value Migration & Overlap,COMPUTABLE,spec/detection_specs/ch03_value_migration_and_overlap.yaml,overlap_policy,"overlap_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_value_migration_and_overlap,Value Migration & Overlap,COMPUTABLE,spec/detection_specs/ch03_value_migration_and_overlap.yaml,value_area_method,"value_area_method parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
3: Auction & Market Profile,ch03_volume_nodes_and_air_pockets,Volume Nodes & Air Pockets,CALIBRATED,spec/detection_specs/ch03_volume_nodes_and_air_pockets.yaml,air_pocket_travel_requirement,Behavior needed to tag a low-volume area as air-pocket context.,price_path_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=price_path_rule
3: Auction & Market Profile,ch03_volume_nodes_and_air_pockets,Volume Nodes & Air Pockets,CALIBRATED,spec/detection_specs/ch03_volume_nodes_and_air_pockets.yaml,high_volume_node_prominence_requirement,Calibrated prominence requirement for HVN identification.,relative_volume_at_price,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_volume_at_price
3: Auction & Market Profile,ch03_volume_nodes_and_air_pockets,Volume Nodes & Air Pockets,CALIBRATED,spec/detection_specs/ch03_volume_nodes_and_air_pockets.yaml,low_volume_node_thinness_requirement,Calibrated thinness requirement for LVN identification.,relative_volume_at_price,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=relative_volume_at_price
3: Auction & Market Profile,ch03_volume_nodes_and_air_pockets,Volume Nodes & Air Pockets,CALIBRATED,spec/detection_specs/ch03_volume_nodes_and_air_pockets.yaml,node_acceptance_requirement,Behavior needed to tag acceptance around a node.,sequence_rule,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=sequence_rule
3: Auction & Market Profile,ch03_vwap_relationship,VWAP Relationship,COMPUTABLE,spec/detection_specs/ch03_vwap_relationship.yaml,at_vwap_tolerance,Small price tolerance (in ticks or an ATR fraction) within which price is treated as at VWAP rather than above or below. A data-hygiene parameter to avoid flip-flop on noise; it is not a market-significance threshold.,,instrument_timeframe,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
3: Auction & Market Profile,ch03_vwap_relationship,VWAP Relationship,COMPUTABLE,spec/detection_specs/ch03_vwap_relationship.yaml,standard_deviation_band_multipliers,"Band multipliers for VWAP deviation bands; supplied as configuration, not an empirical market threshold.",,instrument_session,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=configuration_required
3: Auction & Market Profile,ch03_vwap_relationship,VWAP Relationship,COMPUTABLE,spec/detection_specs/ch03_vwap_relationship.yaml,vwap_slope_flat_tolerance,Slope magnitude below which VWAP is reported as flat rather than sloping.,,instrument_timeframe,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
3: Auction & Market Profile,ch03_vwap_relationship,VWAP Relationship,COMPUTABLE,spec/detection_specs/ch03_vwap_relationship.yaml,vwap_slope_window,Lookback window used to compute the VWAP slope sign.,,instrument_timeframe,YES,missing_required_input: REFUSE_TO_CLASSIFY,status=calibration_required
4: Tape Reading & Microstructure,ch04_absorption,Absorption,JUDGMENT_ASSISTED,spec/detection_specs/ch04_absorption.yaml,delta_price_divergence_policy,"delta_price_divergence_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_absorption,Absorption,JUDGMENT_ASSISTED,spec/detection_specs/ch04_absorption.yaml,effort_without_result_policy,"effort_without_result_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_absorption,Absorption,JUDGMENT_ASSISTED,spec/detection_specs/ch04_absorption.yaml,time_at_price_requirement,"time_at_price_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_chasing_vs_pressing,Chasing vs. Pressing,JUDGMENT_ASSISTED,spec/detection_specs/ch04_chasing_vs_pressing.yaml,chase_activity_requirement,"chase_activity_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_chasing_vs_pressing,Chasing vs. Pressing,JUDGMENT_ASSISTED,spec/detection_specs/ch04_chasing_vs_pressing.yaml,pressing_persistence_requirement,"pressing_persistence_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_chasing_vs_pressing,Chasing vs. Pressing,JUDGMENT_ASSISTED,spec/detection_specs/ch04_chasing_vs_pressing.yaml,vacuum_risk_policy,"vacuum_risk_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_cumulative_delta_and_delta_divergence,Cumulative Delta & Delta Divergence,JUDGMENT_ASSISTED,spec/detection_specs/ch04_cumulative_delta_and_delta_divergence.yaml,delta_confirmation_policy,"delta_confirmation_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_cumulative_delta_and_delta_divergence,Cumulative Delta & Delta Divergence,JUDGMENT_ASSISTED,spec/detection_specs/ch04_cumulative_delta_and_delta_divergence.yaml,delta_price_divergence_policy,"delta_price_divergence_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_cumulative_delta_and_delta_divergence,Cumulative Delta & Delta Divergence,JUDGMENT_ASSISTED,spec/detection_specs/ch04_cumulative_delta_and_delta_divergence.yaml,location_importance_policy,"location_importance_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_cumulative_delta_and_delta_divergence,Cumulative Delta & Delta Divergence,JUDGMENT_ASSISTED,spec/detection_specs/ch04_cumulative_delta_and_delta_divergence.yaml,thin_tape_downgrade_policy,"thin_tape_downgrade_policy parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: CONTEXT_ONLY; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_spread_behavior,Spread Behavior,CALIBRATED,spec/detection_specs/ch04_spread_behavior.yaml,spread_normalization_requirement,"spread_normalization_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_spread_behavior,Spread Behavior,CALIBRATED,spec/detection_specs/ch04_spread_behavior.yaml,spread_stability_requirement,"spread_stability_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_spread_behavior,Spread Behavior,CALIBRATED,spec/detection_specs/ch04_spread_behavior.yaml,spread_widening_requirement,"spread_widening_requirement parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
4: Tape Reading & Microstructure,ch04_spread_behavior,Spread Behavior,CALIBRATED,spec/detection_specs/ch04_spread_behavior.yaml,spread_width_baseline,"spread_width_baseline parameter; value must be supplied by later calibration or method configuration, not P16.",configured,instrument_session_timeframe_regime,YES,missing_calibration_parameters: INSUFFICIENT_EVIDENCE; missing_required_input: REFUSE_TO_CLASSIFY; missing_optional_input: DEGRADED_CONFIDENCE,status=calibration_required; unit=configured
